School name,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Latitude,Longitude
St Paul's CofE Primary School N11,London,London,Barnet,Chipping Barnet,N11 1NQ,51.6163,-0.14423
St Paul's CofE Primary School NW7,London,London,Barnet,Hendon,NW7 1QU,51.62056,-0.23139
"St Andrew's CofE Voluntary Aided Primary School, Totteridge",London,London,Barnet,Chipping Barnet,N20 8NX,51.6299,-0.19644
Trent CofE Primary School,London,London,Barnet,Chipping Barnet,EN4 9JH,51.65044,-0.15317
All Saints' CofE Primary School N20,London,London,Barnet,Chipping Barnet,N20 9EZ,51.62948,-0.16832
The Annunciation Catholic Infant School,London,London,Barnet,Hendon,HA8 0HQ,51.60275,-0.26015
Our Lady of Lourdes RC School,London,London,Barnet,Finchley and Golders Green,N12 0JP,51.60498,-0.17806
St Agnes RC School,London,London,Barnet,Finchley and Golders Green,NW2 1RG,51.56049,-0.2109
St Catherine's RC School,London,London,Barnet,Chipping Barnet,EN5 2ED,51.64882,-0.19472
St Vincent's Catholic Primary School,London,London,Barnet,Hendon,NW7 1EJ,51.61711,-0.22343
St Theresa's Catholic Primary School,London,London,Barnet,Finchley and Golders Green,N3 2TD,51.59459,-0.18808
St Joseph's Catholic Primary School,London,London,Barnet,Hendon,NW4 4TY,51.58725,-0.23174
Sacred Heart Roman Catholic Primary School,London,London,Barnet,Chipping Barnet,N20 9JU,51.63018,-0.16357
Blessed Dominic Catholic Primary School,London,London,Barnet,Hendon,NW9 5FN,51.60091,-0.25039
Rosh Pinah Primary School,London,London,Barnet,Hendon,HA8 8TE,51.62654,-0.27039
Menorah Primary School,London,London,Barnet,Finchley and Golders Green,NW11 9SP,51.57448,-0.2069
The Annunciation RC Junior School,London,London,Barnet,Hendon,HA8 9HQ,51.61187,-0.25825
Friern Barnet School,London,London,Barnet,Chipping Barnet,N11 3LS,51.61608,-0.1547
Osidge Primary School,London,London,Barnet,Chipping Barnet,N14 5HD,51.63433,-0.13433
St Michael's Catholic Grammar School,London,London,Barnet,Finchley and Golders Green,N12 7NJ,51.61441,-0.18078
Finchley Catholic High School,London,London,Barnet,Chipping Barnet,N12 8TA,51.62221,-0.18164
St James' Catholic High School,London,London,Barnet,Hendon,NW9 5PE,51.60082,-0.24096
Mathilda Marks-Kennedy Jewish Primary School,London,London,Barnet,Hendon,NW7 3RT,51.61592,-0.25595
Northway School,London,London,Barnet,Hendon,NW7 3HS,51.62739,-0.25642
Oakleigh School & Acorn Assessment Centre,London,London,Barnet,Chipping Barnet,N20 0DH,51.62521,-0.15886
Mapledown School,London,London,Barnet,Finchley and Golders Green,NW2 1TR,51.57342,-0.21914
Crook Log Primary School,London,London,Bexley,Bexleyheath and Crayford,DA6 8EQ,51.45896,0.12721
Danson Primary School,London,London,Bexley,Bexleyheath and Crayford,DA16 2BH,51.45738,0.10879
Hook Lane Primary School,London,London,Bexley,Old Bexley and Sidcup,DA16 2ET,51.46181,0.10267
Upton Primary School,London,London,Bexley,Bexleyheath and Crayford,DA5 1HH,51.44938,0.135
Birkbeck Primary School,London,London,Bexley,Old Bexley and Sidcup,DA14 4ED,51.43193,0.1058
Longlands Primary School,London,London,Bexley,Old Bexley and Sidcup,DA15 7JG,51.43079,0.09096
Dulverton Primary School,London,London,Bexley,Old Bexley and Sidcup,SE9 3RH,51.43549,0.08096
Parkway Primary School,London,London,Bexley,Erith and Thamesmead,DA18 4DP,51.49356,0.13461
Belvedere Infant School,London,London,Bexley,Erith and Thamesmead,DA17 6AA,51.491,0.15966
Foster's Primary School,London,London,Bexley,Bexleyheath and Crayford,DA16 1PN,51.4631,0.12156
St Stephen's Catholic Primary School,London,London,Bexley,Old Bexley and Sidcup,DA16 3QG,51.46415,0.10402
Our Lady of the Rosary Catholic Primary School,London,London,Bexley,Old Bexley and Sidcup,DA15 8QW,51.44793,0.09292
St Joseph's Catholic Primary School,London,London,Bexley,Bexleyheath and Crayford,DA1 4DZ,51.45395,0.172
St Fidelis Catholic Primary School,London,London,Bexley,Erith and Thamesmead,DA8 3HQ,51.47627,0.16285
St Thomas More Catholic Primary School,London,London,Bexley,Bexleyheath and Crayford,DA7 4PH,51.46678,0.13928
St John Fisher Catholic Primary School,London,London,Bexley,Erith and Thamesmead,DA18 4BA,51.49502,0.13215
St Peter Chanel Catholic Primary School,London,London,Bexley,Old Bexley and Sidcup,DA14 5ED,51.42093,0.11792
Marlborough School,London,London,Bexley,Old Bexley and Sidcup,DA15 9DP,51.44153,0.10332
Curzon Crescent Nursery School,London,London,Brent,Brent Central,NW10 9SD,51.54508,-0.25003
Fawood Children's Centre,London,London,Brent,Brent Central,NW10 8RF,51.54344,-0.26262
College Green School and Services,London,London,Brent,Hampstead and Kilburn,NW10 3PH,51.53692,-0.22729
Granville Plus Nursery School,London,London,Brent,Hampstead and Kilburn,NW6 5RA,51.53273,-0.19785
Anson Primary School,London,London,Brent,Brent Central,NW2 4AB,51.55387,-0.21989
Brentfield Primary School,London,London,Brent,Brent Central,NW10 0SL,51.54702,-0.26377
Byron Court Primary School,London,London,Brent,Brent North,HA0 3SF,51.56924,-0.31238
Carlton Vale Infant School,London,London,Brent,Hampstead and Kilburn,NW6 5PX,51.53207,-0.20098
Harlesden Primary School,London,London,Brent,Brent Central,NW10 8UT,51.53686,-0.25398
Mount Stewart Junior School,London,London,Brent,Brent North,HA3 0JX,51.57814,-0.30083
Mount Stewart Infant School,London,London,Brent,Brent North,HA3 0JX,51.57814,-0.30083
Uxendon Manor Primary School,London,London,Brent,Brent North,HA3 0UX,51.58337,-0.29797
Kingsbury Green Primary School,London,London,Brent,Brent North,NW9 9ND,51.58431,-0.27048
Leopold Primary School,London,London,Brent,Brent Central,NW10 9UR,51.54458,-0.24723
Lyon Park Primary School,London,London,Brent,Brent North,HA0 4HH,51.54395,-0.28849
Malorees Infant School,London,London,Brent,Hampstead and Kilburn,NW6 7PB,51.54156,-0.21475
Northview Junior and Infant School,London,London,Brent,Brent Central,NW10 1RD,51.55549,-0.24673
Park Lane Primary School,London,London,Brent,Brent North,HA9 7RY,51.55588,-0.29384
Preston Park Primary School,London,London,Brent,Brent North,HA9 8RJ,51.57195,-0.30062
Roe Green Junior School,London,London,Brent,Brent North,NW9 9JL,51.58997,-0.27247
Roe Green Infant School,London,London,Brent,Brent North,NW9 9JL,51.58997,-0.27247
Barham Primary School,London,London,Brent,Brent North,HA0 4RQ,51.54889,-0.30525
Wykeham Primary School,London,London,Brent,Brent Central,NW10 0EX,51.56246,-0.25454
Elsley Primary School,London,London,Brent,Brent North,HA9 6HT,51.54902,-0.28705
Donnington Primary School,London,London,Brent,Brent Central,NW10 3TL,51.54163,-0.23383
The Stonebridge School,London,London,Brent,Brent Central,NW10 8NG,51.54067,-0.26364
Newfield Primary School,London,London,Brent,Brent Central,NW10 3UD,51.54232,-0.24316
Mitchell Brook Primary School,London,London,Brent,Brent Central,NW10 9BX,51.54739,-0.25508
Chalkhill Primary School,London,London,Brent,Brent North,HA9 9YP,51.56201,-0.27015
Salusbury Primary School,London,London,Brent,Hampstead and Kilburn,NW6 6RG,51.5377,-0.20657
Oliver Goldsmith Primary School,London,London,Brent,Brent North,NW9 0BD,51.58325,-0.2587
Mora Primary School,London,London,Brent,Brent Central,NW2 6TD,51.5589,-0.22502
Fryent Primary School,London,London,Brent,Brent North,NW9 8JD,51.57781,-0.26312
Christ Church CofE Primary School,London,London,Brent,Hampstead and Kilburn,NW6 7TE,51.54091,-0.2041
John Keble CofE Primary School,London,London,Brent,Brent Central,NW10 4DR,51.5379,-0.24718
Princess Frederica CofE Primary School,London,London,Brent,Hampstead and Kilburn,NW10 5TP,51.533,-0.22493
St Mary's CofE Primary School,London,London,Brent,Brent Central,NW10 9JA,51.54837,-0.25211
Our Lady of Grace Catholic Junior School,London,London,Brent,Brent Central,NW2 6HS,51.5615,-0.2331
St Joseph RC Junior School,London,London,Brent,Brent North,HA9 6BE,51.55236,-0.28666
St Mary Magdalen's Catholic Junior School,London,London,Brent,Brent Central,NW2 5BB,51.54835,-0.22902
St Robert Southwell RC Primary School,London,London,Brent,Brent North,NW9 8YD,51.5825,-0.26695
Convent of Jesus and Mary RC Infant School,London,London,Brent,Brent Central,NW2 5AN,51.54838,-0.22676
Our Lady of Lourdes RC Primary School,London,London,Brent,Brent Central,NW10 8PP,51.54079,-0.26489
St Joseph's RC Infant School,London,London,Brent,Brent North,HA9 6TA,51.55175,-0.28787
Our Lady of Grace RC Infant and Nursery School,London,London,Brent,Brent Central,NW2 6EU,51.56338,-0.22593
St Margaret Clitherow RC Primary School,London,London,Brent,Brent Central,NW10 0BG,51.56176,-0.26092
Sinai Jewish Primary School,London,London,Brent,Brent North,HA3 9UD,51.57949,-0.2817
Malorees Junior School,London,London,Brent,Hampstead and Kilburn,NW6 7PB,51.54156,-0.21475
St Joseph's Roman Catholic Primary School,London,London,Brent,Brent Central,NW10 9LS,51.54426,-0.2509
The Kilburn Park School Foundation,London,London,Brent,Hampstead and Kilburn,NW6 5RG,51.53221,-0.19969
Newman Catholic College,London,London,Brent,Brent Central,NW10 3RN,51.53758,-0.23923
Islamia Primary School,London,London,Brent,Hampstead and Kilburn,NW6 6PE,51.53961,-0.20793
Phoenix Arch School,London,London,Brent,Brent Central,NW10 0NQ,51.55358,-0.26284
Southborough Primary School,London,London,Bromley,Beckenham,BR2 8AA,51.38987,0.05678
Downe Primary School,London,London,Bromley,Orpington,BR6 7JN,51.33655,0.05498
Edgebury Primary School,London,London,Bromley,Bromley and Chislehurst,BR7 6BL,51.42367,0.0715
Poverest Primary School,London,London,Bromley,Bromley and Chislehurst,BR5 2JD,51.39119,0.09717
St Olave's and St Saviour's Grammar School,London,London,Bromley,Orpington,BR6 9SH,51.36685,0.10405
Marjorie McClure School,London,London,Bromley,Bromley and Chislehurst,BR7 5PW,51.40663,0.07328
Crosfield Nursery School,London,London,Croydon,Croydon Central,SE25 5BD,51.39383,-0.07189
Purley Nursery School,London,London,Croydon,Croydon South,CR8 2NE,51.34112,-0.11476
Tunstall Nursery School,London,London,Croydon,Croydon Central,CR0 6TY,51.37836,-0.08389
Saffron Valley Collegiate,London,London,Croydon,Croydon Central,CR0 1QH,51.36828,-0.09901
Beulah Junior School,London,London,Croydon,Croydon North,CR7 8JF,51.40394,-0.0999
Elmwood Junior School,London,London,Croydon,Croydon North,CR0 2PL,51.38734,-0.10562
Elmwood Infant School,London,London,Croydon,Croydon North,CR0 2PL,51.38734,-0.10562
Howard Primary School,London,London,Croydon,Croydon South,CR0 1DT,51.36487,-0.10159
Purley Oaks Primary School,London,London,Croydon,Croydon South,CR2 0PR,51.35236,-0.0957
Winterbourne Junior Girls' School,London,London,Croydon,Croydon North,CR7 7QT,51.39928,-0.11391
Winterbourne Nursery and Infants' School,London,London,Croydon,Croydon North,CR7 7QT,51.39928,-0.11391
Kenley Primary School,London,London,Croydon,Croydon South,CR3 0EX,51.31502,-0.08631
Beaumont Primary School,London,London,Croydon,Croydon South,CR8 4DN,51.32577,-0.12026
Gresham Primary School,London,London,Croydon,Croydon South,CR2 9EA,51.33481,-0.07774
Smitham Primary School,London,London,Croydon,Croydon South,CR5 3DE,51.31486,-0.15128
The Hayes Primary School,London,London,Croydon,Croydon South,CR8 5JN,51.31733,-0.10875
Orchard Way Primary School,London,London,Croydon,Croydon Central,CR0 7NJ,51.38452,-0.0403
Forestdale Primary School,London,London,Croydon,Croydon Central,CR0 9JE,51.34851,-0.04096
Heavers Farm Primary School,London,London,Croydon,Croydon North,SE25 6LT,51.39451,-0.08267
Downsview Primary and Nursery School,London,London,Croydon,Croydon North,SE19 3XE,51.41448,-0.10205
Park Hill Infant School,London,London,Croydon,Croydon Central,CR0 5NS,51.36876,-0.0893
Greenvale Primary School,London,London,Croydon,Croydon South,CR2 8PR,51.33956,-0.05276
Rockmount Primary School,London,London,Croydon,Croydon North,SE19 3ST,51.41939,-0.08982
Norbury Manor Primary School,London,London,Croydon,Croydon North,SW16 5QR,51.41007,-0.12812
All Saints CofE Primary School,London,London,Croydon,Croydon North,SE19 3LG,51.41283,-0.08701
St John's CofE Primary School,London,London,Croydon,Croydon Central,CR0 5EL,51.37271,-0.0496
The Minster Junior School,London,London,Croydon,Croydon South,CR0 4BH,51.36979,-0.10905
The Minster Nursery and Infant School,London,London,Croydon,Croydon South,CR0 4BH,51.36979,-0.10905
Coulsdon CofE Primary School,London,London,Croydon,Croydon South,CR5 1ED,51.3081,-0.12368
Christ Church CofE Primary School (Purley),London,London,Croydon,Croydon South,CR8 2QE,51.34376,-0.11022
St Joseph's RC Junior School,London,London,Croydon,Croydon North,SE19 3NU,51.42182,-0.10005
Margaret Roper Catholic Primary School,London,London,Croydon,Croydon South,CR8 2XP,51.34406,-0.12017
Regina Coeli Catholic Primary School,London,London,Croydon,Croydon South,CR2 6DF,51.35589,-0.10611
St Joseph's RC Infant School,London,London,Croydon,Croydon North,SE19 3NX,51.42238,-0.09963
Archbishop Tenison's CofE High School,London,London,Croydon,Croydon Central,CR0 5JQ,51.3691,-0.08374
St Andrew's CofE School,London,London,Croydon,Croydon South,CR0 4BH,51.36979,-0.10905
St Mary's Catholic High School,London,London,Croydon,Croydon Central,CR9 2EE,51.38061,-0.09802
Selsdon Primary and Nursery School,London,London,Croydon,Croydon South,CR2 8LQ,51.34695,-0.05589
Thomas More Catholic School,London,London,Croydon,Croydon South,CR8 2XP,51.34406,-0.12017
Coloma Convent Girls' School,London,London,Croydon,Croydon Central,CR9 5AS,51.36932,-0.05291
BRIT School for Performing Arts and Technology,London,London,Croydon,Croydon North,CR0 2HN,51.39039,-0.09261
Bensham Manor School,London,London,Croydon,Croydon North,CR7 7BN,51.39561,-0.09971
St Giles School,London,London,Croydon,Croydon South,CR2 6DF,51.35589,-0.10611
St Nicholas School,London,London,Croydon,Croydon South,CR8 4DS,51.32906,-0.1192
Red Gates School,London,London,Croydon,Croydon Central,CR2 8HD,51.35098,-0.04688
Priory School,London,London,Croydon,Croydon North,SE19 3QN,51.42024,-0.09468
Maples Children's Centre,London,London,Ealing,Ealing Central and Acton,W3 7LL,51.50929,-0.26181
Grove House Nursery School & Children's Centre,London,London,Ealing,"Ealing, Southall",UB1 2JG,51.5125,-0.37242
South Acton Childrens Centre,London,London,Ealing,Ealing Central and Acton,W3 8RX,51.50382,-0.27343
Greenfields Nursery School and Children's Centre,London,London,Ealing,"Ealing, Southall",UB2 5PF,51.49766,-0.3873
Berrymede Junior School,London,London,Ealing,Ealing Central and Acton,W3 8SJ,51.50232,-0.27262
Berrymede Infant School,London,London,Ealing,Ealing Central and Acton,W3 8RN,51.50284,-0.27297
East Acton Primary School,London,London,Ealing,Ealing Central and Acton,W3 7HA,51.51141,-0.25613
Oldfield Primary School,London,London,Ealing,Ealing North,UB6 8PR,51.53751,-0.34826
North Ealing Primary School,London,London,Ealing,Ealing North,W5 1RP,51.52591,-0.31803
St John's Primary School,London,London,Ealing,"Ealing, Southall",W13 0SE,51.51192,-0.32309
St Mark's Primary School,London,London,Ealing,"Ealing, Southall",W7 2NR,51.50759,-0.34182
West Twyford Primary School,London,London,Ealing,Ealing Central and Acton,NW10 7DN,51.53411,-0.28268
West Acton Primary School,London,London,Ealing,Ealing Central and Acton,W3 0JL,51.51748,-0.27975
Mayfield Primary School,London,London,Ealing,Ealing North,W7 3RT,51.52045,-0.34744
Beaconsfield Primary and Nursery School,London,London,Ealing,"Ealing, Southall",UB1 1DR,51.50772,-0.38301
Coston Primary School,London,London,Ealing,Ealing North,UB6 9JU,51.53438,-0.35153
Downe Manor Primary School,London,London,Ealing,Ealing North,UB5 6NW,51.53419,-0.40358
Drayton Green Primary School,London,London,Ealing,Ealing North,W13 0LA,51.51535,-0.32341
North Primary School,London,London,Ealing,"Ealing, Southall",UB1 2JE,51.51323,-0.37415
Ravenor Primary School,London,London,Ealing,Ealing North,UB6 9TT,51.53229,-0.36485
Selborne Primary School,London,London,Ealing,Ealing North,UB6 8JD,51.53718,-0.33542
Hambrough Primary School,London,London,Ealing,"Ealing, Southall",UB1 1SF,51.50827,-0.37824
Hobbayne Primary School,London,London,Ealing,Ealing North,W7 1HA,51.51609,-0.33741
John Perryn Primary School,London,London,Ealing,Ealing Central and Acton,W3 7PD,51.51913,-0.25458
Southfield Primary School,London,London,Ealing,Ealing Central and Acton,W4 1BD,51.50132,-0.25672
Allenby Primary School,London,London,Ealing,"Ealing, Southall",UB1 2HX,51.52012,-0.36539
Blair Peach Primary School,London,London,Ealing,"Ealing, Southall",UB1 1DR,51.50772,-0.38301
Clifton Primary School,London,London,Ealing,"Ealing, Southall",UB2 5QP,51.49841,-0.38207
Dairy Meadow Primary School,London,London,Ealing,"Ealing, Southall",UB2 4RP,51.50195,-0.37316
Derwentwater Primary School,London,London,Ealing,Ealing Central and Acton,W3 6SA,51.50999,-0.26884
Durdans Park Primary School,London,London,Ealing,"Ealing, Southall",UB1 2PQ,51.52337,-0.37607
Fielding Primary School,London,London,Ealing,"Ealing, Southall",W13 9TE,51.5014,-0.32089
Gifford Primary School,London,London,Ealing,Ealing North,UB5 6BU,51.53596,-0.376
Greenwood Primary School,London,London,Ealing,Ealing North,UB5 4QG,51.55416,-0.35032
Havelock Primary School and Nursery,London,London,Ealing,"Ealing, Southall",UB2 4PA,51.50129,-0.37497
Horsenden Primary School,London,London,Ealing,Ealing North,UB6 0PB,51.55042,-0.33521
Willow Tree Primary School,London,London,Ealing,Ealing North,UB5 5FE,51.5502,-0.37799
Lady Margaret Primary School,London,London,Ealing,"Ealing, Southall",UB1 2NH,51.52403,-0.3741
Little Ealing Primary School,London,London,Ealing,"Ealing, Southall",W5 4EA,51.49804,-0.30838
Oaklands Primary School,London,London,Ealing,"Ealing, Southall",W7 2DP,51.50459,-0.33219
Perivale Primary School,London,London,Ealing,Ealing North,UB6 7AP,51.53683,-0.31016
